100,0,-2,0.5,0.5,0.5,0.00024555,-1.8778,0.092623,0.079881
100,0,-2,0.5,0.5,2,-0.00040284,-1.5885,0.11977,0.09503
100,0,-2,0.5,2,0.5,-7.8849e-05,-1.866,0.11412,0.10977
100,0,-2,0.5,2,2,-0.00075177,-1.5802,0.13232,0.11449
100,0,-2,2,0.5,0.5,0.0017113,-1.9255,0.16082,0.12905
100,0,-2,2,0.5,2,0.0010303,-1.6449,0.1759,0.13079
100,0,-2,2,2,0.5,0.0013869,-1.9137,0.17427,0.14579
100,0,-2,2,2,2,0.00068142,-1.6366,0.18335,0.13936
100,0,0,0.5,0.5,0.5,0.0011414,-0.035933,0.088061,0.075377
100,0,0,0.5,0.5,2,0.0010843,-0.048036,0.085643,0.068361
100,0,0,0.5,2,0.5,0.00081695,-0.024149,0.1087,0.10636
100,0,0,0.5,2,2,0.00073534,-0.039721,0.10478,0.096957
100,0,0,2,0.5,0.5,0.0026071,-0.083649,0.15783,0.13057
100,0,0,2,0.5,2,0.0025174,-0.10439,0.15602,0.11873
100,0,0,2,2,0.5,0.0022827,-0.071865,0.17696,0.14617
100,0,0,2,2,2,0.0021685,-0.096073,0.17402,0.13699
100,0,2,0.5,0.5,0.5,0.0020372,1.8059,0.10979,0.094042
100,0,2,0.5,0.5,2,0.0025714,1.4925,0.13798,0.11732
100,0,2,0.5,2,0.5,0.0017128,1.8177,0.12777,0.11758
100,0,2,0.5,2,2,0.0022224,1.5008,0.14896,0.13947
100,0,2,2,0.5,0.5,0.0035029,1.7582,0.18013,0.14571
100,0,2,2,0.5,2,0.0040046,1.4361,0.20003,0.15822
100,0,2,2,2,0.5,0.0031785,1.77,0.18969,0.16399
100,0,2,2,2,2,0.0036556,1.4444,0.20947,0.17437
100,5,-2,0.5,0.5,0.5,5.0002,-1.8778,0.095425,0.08196
100,5,-2,0.5,0.5,2,4.9996,-1.5885,0.11984,0.097084
100,5,-2,0.5,2,0.5,4.9999,-1.866,0.11409,0.11135
100,5,-2,0.5,2,2,4.9992,-1.5802,0.13856,0.11194
100,5,-2,2,0.5,0.5,5.0017,-1.9255,0.15747,0.12628
100,5,-2,2,0.5,2,5.001,-1.6449,0.17477,0.12768
100,5,-2,2,2,0.5,5.0014,-1.9137,0.17481,0.14822
100,5,-2,2,2,2,5.0007,-1.6366,0.1897,0.14081
100,5,0,0.5,0.5,0.5,5.0011,-0.035933,0.085654,0.076689
100,5,0,0.5,0.5,2,5.0011,-0.048036,0.088125,0.070019
100,5,0,0.5,2,0.5,5.0008,-0.024149,0.10712,0.10499
100,5,0,0.5,2,2,5.0007,-0.039721,0.10667,0.09444
100,5,0,2,0.5,0.5,5.0026,-0.083649,0.1608,0.12909
100,5,0,2,0.5,2,5.0025,-0.10439,0.16245,0.12177
100,5,0,2,2,0.5,5.0023,-0.071865,0.17528,0.15342
100,5,0,2,2,2,5.0022,-0.096073,0.17499,0.14058
100,5,2,0.5,0.5,0.5,5.002,1.8059,0.10752,0.092742
100,5,2,0.5,0.5,2,5.0026,1.4925,0.13755,0.11956
100,5,2,0.5,2,0.5,5.0017,1.8177,0.12725,0.11608
100,5,2,0.5,2,2,5.0022,1.5008,0.14899,0.14259
100,5,2,2,0.5,0.5,5.0035,1.7582,0.17581,0.14802
100,5,2,2,0.5,2,5.004,1.4361,0.19711,0.1606
100,5,2,2,2,0.5,5.0032,1.77,0.19087,0.16532
100,5,2,2,2,2,5.0037,1.4444,0.21083,0.18532
