20,5,0,2,2,0.5,4.9809,-0.028876,0.44758,0.27208
20,5,0,2,2,2,4.9815,0.057503,0.41992,0.24316
20,5,2,0.5,0.5,0.5,4.9887,1.814,0.19896,0.12668
20,5,2,0.5,0.5,2,4.9871,1.6385,0.20758,0.13539
20,5,2,0.5,2,0.5,4.986,1.7451,0.22638,0.16622
20,5,2,0.5,2,2,4.9848,1.5882,0.22091,0.15609
20,5,2,2,0.5,0.5,4.9819,1.8684,0.39335,0.22449
20,5,2,2,0.5,2,4.9801,1.7175,0.37752,0.20953
20,5,2,2,2,0.5,4.9792,1.7995,0.38493,0.24973
20,5,2,2,2,2,4.9778,1.6672,0.38686,0.22936
50,0,-2,0.5,0.5,0.5,0.0033315,-1.7958,0.1214,0.097561
50,0,-2,0.5,0.5,2,0.0046626,-1.5469,0.16189,0.12206
50,0,-2,0.5,2,0.5,0.0040288,-1.8146,0.1399,0.10875
50,0,-2,0.5,2,2,0.0053017,-1.5669,0.17475,0.12506
50,0,-2,2,0.5,0.5,0.0049181,-1.7554,0.20753,0.17449
50,0,-2,2,0.5,2,0.0063962,-1.5264,0.23039,0.17655
50,0,-2,2,2,0.5,0.0056154,-1.7743,0.22206,0.17586
50,0,-2,2,2,2,0.0070353,-1.5464,0.23756,0.18384
50,0,0,0.5,0.5,0.5,0.002284,0.021442,0.10967,0.083909
50,0,0,0.5,0.5,2,0.0023727,0.00046068,0.11608,0.090727
50,0,0,0.5,2,0.5,0.0029813,0.0025648,0.13332,0.094461
50,0,0,0.5,2,2,0.0030118,-0.01958,0.13796,0.10082
50,0,0,2,0.5,0.5,0.0038706,0.061762,0.20779,0.1611
50,0,0,2,0.5,2,0.0041064,0.020962,0.21457,0.16909
50,0,0,2,2,0.5,0.0045679,0.042885,0.21947,0.16584
50,0,0,2,2,2,0.0047455,0.00092135,0.23529,0.18528
50,0,2,0.5,0.5,0.5,0.0012365,1.8386,0.14705,0.10474
50,0,2,0.5,0.5,2,8.2902e-05,1.5478,0.21213,0.15852
50,0,2,0.5,2,0.5,0.0019338,1.8198,0.17272,0.11247
50,0,2,0.5,2,2,0.00072199,1.5278,0.22667,0.17145
50,0,2,2,0.5,0.5,0.0028231,1.879,0.23748,0.17683
50,0,2,2,0.5,2,0.0018166,1.5683,0.28998,0.22831
50,0,2,2,2,0.5,0.0035204,1.8601,0.24817,0.18359
50,0,2,2,2,2,0.0024556,1.5483,0.3043,0.24421
50,5,-2,0.5,0.5,0.5,5.0033,-1.7958,0.12224,0.10324
50,5,-2,0.5,0.5,2,5.0047,-1.5469,0.15612,0.12114
50,5,-2,0.5,2,0.5,5.004,-1.8146,0.14131,0.10986
50,5,-2,0.5,2,2,5.0053,-1.5669,0.17388,0.12329
50,5,-2,2,0.5,0.5,5.0049,-1.7554,0.20393,0.17449
50,5,-2,2,0.5,2,5.0064,-1.5264,0.22959,0.17714
50,5,-2,2,2,0.5,5.0056,-1.7743,0.22137,0.17825
50,5,-2,2,2,2,5.007,-1.5464,0.23091,0.18455
50,5,0,0.5,0.5,0.5,5.0023,0.021442,0.10981,0.08769
50,5,0,0.5,0.5,2,5.0024,0.00046068,0.11601,0.089952
50,5,0,0.5,2,0.5,5.003,0.0025648,0.13054,0.093871
50,5,0,0.5,2,2,5.003,-0.01958,0.13905,0.10382
50,5,0,2,0.5,0.5,5.0039,0.061762,0.20727,0.16357
50,5,0,2,0.5,2,5.0041,0.020962,0.21414,0.16986
50,5,0,2,2,0.5,5.0046,0.042885,0.22365,0.17379
50,5,0,2,2,2,5.0047,0.00092135,0.23029,0.1822
50,5,2,0.5,0.5,0.5,5.0012,1.8386,0.15046,0.10841
50,5,2,0.5,0.5,2,5.0001,1.5478,0.21011,0.16596
50,5,2,0.5,2,0.5,5.0019,1.8198,0.16669,0.11502
50,5,2,0.5,2,2,5.0007,1.5278,0.23059,0.17172
50,5,2,2,0.5,0.5,5.0028,1.879,0.23852,0.17917
50,5,2,2,0.5,2,5.0018,1.5683,0.28722,0.23275
50,5,2,2,2,0.5,5.0035,1.8601,0.25118,0.18107
50,5,2,2,2,2,5.0025,1.5483,0.31095,0.2428
