20,0,-2,0.5,0.5,0.5,-0.0078534,-1.8428,0.26851,0.16812
20,0,-2,0.5,0.5,2,-0.0055891,-1.581,0.31705,0.20572
20,0,-2,0.5,2,0.5,-0.010589,-1.9117,0.2945,0.20719
20,0,-2,0.5,2,2,-0.0078988,-1.6312,0.35031,0.24753
20,0,-2,2,0.5,0.5,-0.014683,-1.7884,0.46437,0.26007
20,0,-2,2,0.5,2,-0.012541,-1.502,0.49393,0.28811
20,0,-2,2,2,0.5,-0.017419,-1.8573,0.46262,0.29076
20,0,-2,2,2,2,-0.014851,-1.5522,0.51634,0.32545
20,0,0,0.5,0.5,0.5,-0.0095651,-0.014438,0.21041,0.13312
20,0,0,0.5,0.5,2,-0.0092614,0.028752,0.21594,0.1258
20,0,0,0.5,2,0.5,-0.012301,-0.083342,0.2564,0.17875
20,0,0,0.5,2,2,-0.011571,-0.021486,0.24641,0.17082
20,0,0,2,0.5,0.5,-0.016395,0.040028,0.40649,0.24414
20,0,0,2,0.5,2,-0.016213,0.10774,0.40664,0.20833
20,0,0,2,2,0.5,-0.01913,-0.028876,0.42565,0.27318
20,0,0,2,2,2,-0.018523,0.057503,0.42684,0.25413
20,0,2,0.5,0.5,0.5,-0.011277,1.814,0.19128,0.12802
20,0,2,0.5,0.5,2,-0.012934,1.6385,0.19887,0.13657
20,0,2,0.5,2,0.5,-0.014012,1.7451,0.22288,0.15944
20,0,2,0.5,2,2,-0.015244,1.5882,0.22735,0.16362
20,0,2,2,0.5,0.5,-0.018106,1.8684,0.38167,0.22387
20,0,2,2,0.5,2,-0.019885,1.7175,0.37456,0.2077
20,0,2,2,2,0.5,-0.020842,1.7995,0.40612,0.25671
20,0,2,2,2,2,-0.022195,1.6672,0.39456,0.23185
20,5,-2,0.5,0.5,0.5,4.9921,-1.8428,0.26911,0.17814
20,5,-2,0.5,0.5,2,4.9944,-1.581,0.31784,0.1984
20,5,-2,0.5,2,0.5,4.9894,-1.9117,0.29865,0.21004
20,5,-2,0.5,2,2,4.9921,-1.6312,0.35751,0.24992
20,5,-2,2,0.5,0.5,4.9853,-1.7884,0.46228,0.26521
20,5,-2,2,0.5,2,4.9875,-1.502,0.4897,0.2872
20,5,-2,2,2,0.5,4.9826,-1.8573,0.46782,0.28705
20,5,-2,2,2,2,4.9851,-1.5522,0.49998,0.31915
20,5,0,0.5,0.5,0.5,4.9904,-0.014438,0.21638,0.13172
20,5,0,0.5,0.5,2,4.9907,0.028752,0.21276,0.12196
20,5,0,0.5,2,0.5,4.9877,-0.083342,0.24992,0.17076
20,5,0,0.5,2,2,4.9884,-0.021486,0.25263,0.16648
20,5,0,2,0.5,0.5,4.9836,0.040028,0.41111,0.23369
20,5,0,2,0.5,2,4.9838,0.10774,0.40837,0.22558
